timestamp,hr_bpm,hr_artifact
2026-08-23 16:50:20,,
2026-08-23 16:50:30,63.0,
2026-08-23 16:50:40,66.0,
2026-08-23 16:50:50,66.5,
2026-08-23 16:51:00,69.0,
2026-08-23 16:51:10,70.0,
2026-08-23 16:51:20,71.0,
2026-08-23 16:51:30,69.5,
2026-08-23 16:51:40,68.0,
2026-08-23 16:51:50,69.0,
2026-08-23 16:52:00,68.5,
2026-08-23 16:52:10,69.5,
2026-08-23 16:52:20,69.5,
2026-08-23 16:52:30,71.0,
2026-08-23 16:52:40,71.0,
2026-08-23 16:52:50,70.0,
2026-08-23 16:53:00,69.0,
2026-08-23 16:53:10,67.5,
2026-08-23 16:53:20,66.5,
2026-08-23 16:53:30,67.0,
2026-08-23 16:53:40,68.5,
2026-08-23 16:53:50,73.0,
2026-08-23 16:54:00,73.0,
2026-08-23 16:54:10,69.0,
2026-08-23 16:54:20,67.0,
2026-08-23 16:54:30,65.5,
2026-08-23 16:54:40,65.5,
2026-08-23 16:54:50,76.5,
2026-08-23 16:55:00,83.0,
2026-08-23 16:55:10,82.5,
2026-08-23 16:55:20,72.5,
2026-08-23 16:55:30,65.0,
2026-08-23 16:55:40,64.0,
2026-08-23 16:55:50,64.0,
2026-08-23 16:56:00,63.5,
2026-08-23 16:56:10,62.5,
2026-08-23 16:56:20,64.5,
2026-08-23 16:56:30,62.0,
2026-08-23 16:56:40,57.5,
2026-08-23 16:56:50,59.0,
2026-08-23 16:57:00,60.0,
2026-08-23 16:57:10,59.0,
2026-08-23 16:57:20,60.5,
2026-08-23 16:57:30,60.0,
2026-08-23 16:57:40,59.0,
2026-08-23 16:57:50,60.0,
2026-08-23 16:58:00,63.5,
2026-08-23 16:58:10,62.5,
2026-08-23 16:58:20,60.5,
2026-08-23 16:58:30,61.0,
2026-08-23 16:58:40,60.5,
2026-08-23 16:58:50,59.0,
2026-08-23 16:59:00,63.0,
2026-08-23 16:59:10,69.0,
2026-08-23 16:59:20,,
2026-08-23 16:59:30,,
2026-08-23 16:59:40,,
2026-08-23 16:59:50,,
2026-08-23 17:00:00,86.0,
2026-08-23 17:00:10,88.0,
2026-08-23 17:00:20,88.5,
2026-08-23 17:00:30,86.0,
2026-08-23 17:00:40,,
2026-08-23 17:00:50,,
2026-08-23 17:01:00,,
2026-08-23 17:01:10,,
2026-08-23 17:01:20,,
2026-08-23 17:01:30,,
2026-08-23 17:01:40,65.0,
2026-08-23 17:01:50,60.5,
2026-08-23 17:02:00,60.0,
2026-08-23 17:02:10,57.0,
2026-08-23 17:02:20,57.0,
2026-08-23 17:02:30,58.5,
2026-08-23 17:02:40,60.0,
2026-08-23 17:02:50,60.0,
2026-08-23 17:03:00,60.0,
2026-08-23 17:03:10,61.0,
2026-08-23 17:03:20,61.0,
2026-08-23 17:03:30,60.5,
2026-08-23 17:03:40,60.5,
2026-08-23 17:03:50,61.5,
2026-08-23 17:04:00,63.5,
2026-08-23 17:04:10,61.5,
2026-08-23 17:04:20,60.5,
2026-08-23 17:04:30,60.5,
2026-08-23 17:04:40,62.0,
2026-08-23 17:04:50,63.0,
2026-08-23 17:05:00,62.0,
2026-08-23 17:05:10,62.0,
2026-08-23 17:05:20,62.5,
2026-08-23 17:05:30,62.0,
2026-08-23 17:05:40,59.5,
2026-08-23 17:05:50,59.0,
2026-08-23 17:06:00,60.5,
2026-08-23 17:06:10,63.0,
2026-08-23 17:06:20,62.0,
2026-08-23 17:06:30,64.0,
2026-08-23 17:06:40,67.5,
2026-08-23 17:06:50,64.0,
2026-08-23 17:07:00,62.5,
2026-08-23 17:07:10,67.5,
2026-08-23 17:07:20,80.0,
2026-08-23 17:07:30,,
2026-08-23 17:07:40,,
2026-08-23 17:07:50,83.5,
2026-08-23 17:08:00,76.5,
2026-08-23 17:08:10,69.0,
2026-08-23 17:08:20,68.0,
2026-08-23 17:08:30,66.0,
2026-08-23 17:08:40,65.0,
2026-08-23 17:08:50,63.5,
2026-08-23 17:09:00,63.0,
2026-08-23 17:09:10,64.5,
2026-08-23 17:09:20,64.0,
2026-08-23 17:09:30,63.0,
2026-08-23 17:09:40,65.5,
2026-08-23 17:09:50,67.5,
2026-08-23 17:10:00,67.5,
2026-08-23 17:10:10,65.5,
2026-08-23 17:10:20,61.5,
2026-08-23 17:10:30,64.5,
2026-08-23 17:10:40,62.0,
2026-08-23 17:10:50,61.0,
2026-08-23 17:11:00,61.0,
2026-08-23 17:11:10,61.0,
2026-08-23 17:11:20,61.0,
2026-08-23 17:11:30,62.5,
2026-08-23 17:11:40,60.5,
2026-08-23 17:11:50,58.5,
2026-08-23 17:12:00,60.0,
2026-08-23 17:12:10,63.5,
2026-08-23 17:12:20,66.5,
2026-08-23 17:12:30,66.5,
2026-08-23 17:12:40,66.5,
2026-08-23 17:12:50,70.0,
2026-08-23 17:13:00,71.5,
2026-08-23 17:13:10,72.0,
2026-08-23 17:13:20,73.5,
2026-08-23 17:13:30,71.5,
2026-08-23 17:13:40,71.5,
2026-08-23 17:13:50,70.5,
2026-08-23 17:14:00,69.5,
2026-08-23 17:14:10,66.5,
2026-08-23 17:14:20,,
2026-08-23 17:14:30,,
2026-08-23 17:14:40,,
2026-08-23 17:14:50,67.0,
2026-08-23 17:15:00,63.0,
2026-08-23 17:15:10,,
2026-08-23 17:15:20,64.0,
2026-08-23 17:15:30,64.0,
2026-08-23 17:15:40,63.5,
2026-08-23 17:15:50,64.0,
2026-08-23 17:16:00,64.5,
2026-08-23 17:16:10,67.0,
2026-08-23 17:16:20,63.0,
2026-08-23 17:16:30,62.0,
2026-08-23 17:16:40,61.5,
2026-08-23 17:16:50,64.0,
2026-08-23 17:17:00,67.0,
2026-08-23 17:17:10,64.5,
2026-08-23 17:17:20,64.0,
2026-08-23 17:17:30,,
2026-08-23 17:17:40,66.0,
2026-08-23 17:17:50,64.5,
2026-08-23 17:18:00,60.0,
2026-08-23 17:18:10,59.0,
2026-08-23 17:18:20,62.5,
2026-08-23 17:18:30,64.5,
2026-08-23 17:18:40,65.0,
2026-08-23 17:18:50,65.5,
2026-08-23 17:19:00,,
2026-08-23 17:19:10,,
2026-08-23 17:19:20,,
2026-08-23 17:19:30,,
2026-08-23 17:19:40,,
2026-08-23 17:19:50,,
2026-08-23 17:20:00,65.0,
2026-08-23 17:20:10,64.0,
2026-08-23 17:20:20,64.0,
2026-08-23 17:20:30,66.0,
2026-08-23 17:20:40,68.0,
2026-08-23 17:20:50,69.5,
2026-08-23 17:21:00,69.5,
2026-08-23 17:21:10,65.5,
2026-08-23 17:21:20,60.5,
2026-08-23 17:21:30,60.0,
2026-08-23 17:21:40,60.0,
2026-08-23 17:21:50,61.0,
2026-08-23 17:22:00,61.5,
2026-08-23 17:22:10,60.0,
2026-08-23 17:22:20,60.0,
2026-08-23 17:22:30,60.5,
2026-08-23 17:22:40,61.5,
2026-08-23 17:22:50,62.0,
2026-08-23 17:23:00,,
2026-08-23 17:23:10,,
2026-08-23 17:23:20,,
2026-08-23 17:23:30,70.0,
2026-08-23 17:23:40,69.0,
2026-08-23 17:23:50,65.0,
2026-08-23 17:24:00,63.0,
2026-08-23 17:24:10,61.0,
2026-08-23 17:24:20,60.0,
2026-08-23 17:24:30,60.0,
2026-08-23 17:24:40,61.0,
2026-08-23 17:24:50,59.0,
2026-08-23 17:25:00,59.0,
2026-08-23 17:25:10,58.0,
2026-08-23 17:25:20,59.0,
2026-08-23 17:25:30,59.0,
2026-08-23 17:25:40,58.0,
2026-08-23 17:25:50,57.0,
2026-08-23 17:26:00,59.0,
2026-08-23 17:26:10,59.5,
2026-08-23 17:26:20,59.5,
2026-08-23 17:26:30,59.0,
2026-08-23 17:26:40,58.0,
2026-08-23 17:26:50,60.0,
2026-08-23 17:27:00,58.0,
2026-08-23 17:27:10,58.0,
2026-08-23 17:27:20,60.0,
2026-08-23 17:27:30,60.0,
2026-08-23 17:27:40,63.0,
2026-08-23 17:27:50,62.0,
2026-08-23 17:28:00,61.0,
2026-08-23 17:28:10,61.5,
2026-08-23 17:28:20,63.0,
2026-08-23 17:28:30,60.0,
2026-08-23 17:28:40,60.0,
2026-08-23 17:28:50,61.0,
2026-08-23 17:29:00,60.0,
2026-08-23 17:29:10,64.0,
2026-08-23 17:29:20,66.0,
2026-08-23 17:29:30,67.5,
2026-08-23 17:29:40,67.0,
2026-08-23 17:29:50,64.0,
2026-08-23 17:30:00,62.5,
2026-08-23 17:30:10,62.0,
2026-08-23 17:30:20,62.5,
2026-08-23 17:30:30,61.0,
2026-08-23 17:30:40,59.0,
2026-08-23 17:30:50,59.0,
2026-08-23 17:31:00,63.0,
2026-08-23 17:31:10,62.0,
2026-08-23 17:31:20,62.0,
2026-08-23 17:31:30,,
2026-08-23 17:31:40,,
2026-08-23 17:31:50,,
2026-08-23 17:32:00,,
2026-08-23 17:32:10,,
2026-08-23 17:32:20,,
2026-08-23 17:32:30,63.0,
2026-08-23 17:32:40,60.0,
2026-08-23 17:32:50,57.0,
2026-08-23 17:33:00,59.5,
2026-08-23 17:33:10,61.5,
2026-08-23 17:33:20,62.5,
2026-08-23 17:33:30,63.0,
2026-08-23 17:33:40,66.0,
2026-08-23 17:33:50,65.0,
2026-08-23 17:34:00,,
2026-08-23 17:34:10,67.0,
2026-08-23 17:34:20,70.0,
2026-08-23 17:34:30,70.0,
2026-08-23 17:34:40,70.5,
2026-08-23 17:34:50,64.0,
2026-08-23 17:35:00,60.0,
2026-08-23 17:35:10,59.5,
2026-08-23 17:35:20,60.0,
2026-08-23 17:35:30,61.0,
2026-08-23 17:35:40,60.5,
2026-08-23 17:35:50,61.0,
2026-08-23 17:36:00,60.0,
2026-08-23 17:36:10,62.5,
2026-08-23 17:36:20,60.0,
2026-08-23 17:36:30,61.0,
2026-08-23 17:36:40,61.0,
2026-08-23 17:36:50,64.0,
2026-08-23 17:37:00,62.0,
2026-08-23 17:37:10,61.0,
2026-08-23 17:37:20,60.0,
2026-08-23 17:37:30,61.0,
2026-08-23 17:37:40,62.5,
2026-08-23 17:37:50,63.0,
2026-08-23 17:38:00,61.0,
2026-08-23 17:38:10,59.0,
2026-08-23 17:38:20,59.0,
2026-08-23 17:38:30,,
2026-08-23 17:38:40,,
2026-08-23 17:38:50,,
2026-08-23 17:39:00,70.0,
2026-08-23 17:39:10,70.0,
2026-08-23 17:39:20,,
2026-08-23 17:39:30,,
2026-08-23 17:39:40,66.0,
2026-08-23 17:39:50,65.0,
2026-08-23 17:40:00,62.5,
2026-08-23 17:40:10,60.5,
2026-08-23 17:40:20,60.5,
2026-08-23 17:40:30,62.0,
2026-08-23 17:40:40,63.0,
2026-08-23 17:40:50,,
2026-08-23 17:41:00,68.0,
2026-08-23 17:41:10,68.5,
2026-08-23 17:41:20,66.5,
2026-08-23 17:41:30,65.0,
2026-08-23 17:41:40,65.5,
2026-08-23 17:41:50,68.0,
2026-08-23 17:42:00,66.5,
2026-08-23 17:42:10,66.5,
2026-08-23 17:42:20,67.5,
2026-08-23 17:42:30,69.5,
2026-08-23 17:42:40,71.0,
2026-08-23 17:42:50,66.5,
2026-08-23 17:43:00,66.0,
2026-08-23 17:43:10,65.5,
2026-08-23 17:43:20,62.0,
2026-08-23 17:43:30,59.0,
2026-08-23 17:43:40,58.5,
2026-08-23 17:43:50,59.5,
2026-08-23 17:44:00,63.0,
2026-08-23 17:44:10,,
2026-08-23 17:44:20,,
2026-08-23 17:44:30,,
2026-08-23 17:44:40,,
2026-08-23 17:44:50,,
2026-08-23 17:45:00,,
2026-08-23 17:45:10,66.5,
2026-08-23 17:45:20,70.5,
2026-08-23 17:45:30,69.5,
2026-08-23 17:45:40,70.5,
2026-08-23 17:45:50,67.5,
2026-08-23 17:46:00,66.0,
2026-08-23 17:46:10,,
2026-08-23 17:46:20,67.5,
2026-08-23 17:46:30,66.0,
2026-08-23 17:46:40,67.5,
2026-08-23 17:46:50,72.5,
2026-08-23 17:47:00,70.0,
2026-08-23 17:47:10,70.0,
2026-08-23 17:47:20,68.0,
2026-08-23 17:47:30,66.5,
2026-08-23 17:47:40,65.0,
2026-08-23 17:47:50,66.5,
2026-08-23 17:48:00,65.5,
2026-08-23 17:48:10,65.0,
2026-08-23 17:48:20,65.5,
2026-08-23 17:48:30,62.5,
2026-08-23 17:48:40,,
2026-08-23 17:48:50,65.0,
2026-08-23 17:49:00,65.5,
2026-08-23 17:49:10,,
2026-08-23 17:49:20,68.0,
2026-08-23 17:49:30,70.0,
2026-08-23 17:49:40,68.0,
2026-08-23 17:49:50,67.5,
2026-08-23 17:50:00,66.5,
2026-08-23 17:50:10,67.0,
2026-08-23 17:50:20,66.5,
2026-08-23 17:50:30,65.0,
2026-08-23 17:50:40,64.5,
2026-08-23 17:50:50,65.5,
2026-08-23 17:51:00,,
2026-08-23 17:51:10,,
2026-08-23 17:51:20,,
2026-08-23 17:51:30,65.0,
2026-08-23 17:51:40,65.0,
2026-08-23 17:51:50,65.5,
2026-08-23 17:52:00,66.0,
2026-08-23 17:52:10,66.0,
2026-08-23 17:52:20,66.0,
2026-08-23 17:52:30,66.0,
2026-08-23 17:52:40,66.5,
2026-08-23 17:52:50,65.5,
2026-08-23 17:53:00,61.0,
2026-08-23 17:53:10,60.0,
2026-08-23 17:53:20,61.0,
2026-08-23 17:53:30,61.0,
2026-08-23 17:53:40,60.5,
2026-08-23 17:53:50,61.5,
2026-08-23 17:54:00,59.5,
2026-08-23 17:54:10,60.0,
2026-08-23 17:54:20,,
2026-08-23 17:54:30,,
2026-08-23 17:54:40,60.5,
2026-08-23 17:54:50,62.0,
2026-08-23 17:55:00,67.0,
2026-08-23 17:55:10,66.0,
2026-08-23 17:55:20,65.0,
2026-08-23 17:55:30,65.0,
2026-08-23 17:55:40,65.0,
2026-08-23 17:55:50,65.0,
2026-08-23 17:56:00,66.5,
2026-08-23 17:56:10,64.0,
2026-08-23 17:56:20,62.0,
2026-08-23 17:56:30,62.5,
2026-08-23 17:56:40,63.5,
2026-08-23 17:56:50,64.0,
2026-08-23 17:57:00,64.0,
2026-08-23 17:57:10,69.0,
2026-08-23 17:57:20,67.5,
2026-08-23 17:57:30,65.0,
2026-08-23 17:57:40,65.5,
2026-08-23 17:57:50,64.0,
2026-08-23 17:58:00,64.0,
2026-08-23 17:58:10,66.0,
2026-08-23 17:58:20,65.5,
2026-08-23 17:58:30,65.0,
2026-08-23 17:58:40,71.5,
2026-08-23 17:58:50,71.5,
2026-08-23 17:59:00,69.0,
2026-08-23 17:59:10,69.0,
2026-08-23 17:59:20,72.5,
2026-08-23 17:59:30,72.5,
2026-08-23 17:59:40,73.0,
2026-08-23 17:59:50,,
2026-08-23 18:00:00,,
2026-08-23 18:00:10,,
2026-08-23 18:00:20,78.0,
2026-08-23 18:00:30,69.5,
2026-08-23 18:00:40,65.0,
2026-08-23 18:00:50,64.0,
2026-08-23 18:01:00,64.5,
2026-08-23 18:01:10,64.0,
2026-08-23 18:01:20,63.0,
2026-08-23 18:01:30,63.0,
2026-08-23 18:01:40,63.0,
2026-08-23 18:01:50,65.5,
2026-08-23 18:02:00,66.0,
2026-08-23 18:02:10,63.0,
2026-08-23 18:02:20,62.0,
2026-08-23 18:02:30,63.0,
2026-08-23 18:02:40,60.0,
2026-08-23 18:02:50,61.0,
2026-08-23 18:03:00,59.0,
2026-08-23 18:03:10,60.0,
2026-08-23 18:03:20,59.5,
2026-08-23 18:03:30,59.5,
2026-08-23 18:03:40,59.0,
2026-08-23 18:03:50,59.0,
2026-08-23 18:04:00,59.0,
2026-08-23 18:04:10,60.0,
2026-08-23 18:04:20,64.0,
2026-08-23 18:04:30,68.0,
2026-08-23 18:04:40,71.0,
2026-08-23 18:04:50,72.0,
2026-08-23 18:05:00,69.0,
2026-08-23 18:05:10,66.5,
2026-08-23 18:05:20,64.0,
2026-08-23 18:05:30,64.0,
2026-08-23 18:05:40,65.0,
2026-08-23 18:05:50,62.0,
2026-08-23 18:06:00,58.0,
2026-08-23 18:06:10,58.0,
2026-08-23 18:06:20,60.5,
2026-08-23 18:06:30,64.0,
2026-08-23 18:06:40,62.5,
2026-08-23 18:06:50,61.0,
2026-08-23 18:07:00,60.0,
2026-08-23 18:07:10,59.0,
2026-08-23 18:07:20,61.0,
2026-08-23 18:07:30,61.5,
2026-08-23 18:07:40,61.0,
2026-08-23 18:07:50,60.0,
2026-08-23 18:08:00,61.0,
2026-08-23 18:08:10,63.0,
2026-08-23 18:08:20,67.0,
2026-08-23 18:08:30,66.0,
2026-08-23 18:08:40,62.0,
2026-08-23 18:08:50,63.0,
2026-08-23 18:09:00,61.0,
2026-08-23 18:09:10,59.5,
2026-08-23 18:09:20,56.0,
2026-08-23 18:09:30,56.5,
2026-08-23 18:09:40,57.5,
2026-08-23 18:09:50,56.5,
2026-08-23 18:10:00,56.0,
2026-08-23 18:10:10,,
2026-08-23 18:10:20,,
2026-08-23 18:10:30,,
2026-08-23 18:10:40,79.5,
2026-08-23 18:10:50,84.5,
2026-08-23 18:11:00,86.5,
2026-08-23 18:11:10,89.5,
2026-08-23 18:11:20,,
2026-08-23 18:11:30,83.0,
2026-08-23 18:11:40,,
2026-08-23 18:11:50,80.0,
2026-08-23 18:12:00,77.5,
2026-08-23 18:12:10,80.0,
2026-08-23 18:12:20,80.0,
2026-08-23 18:12:30,,
2026-08-23 18:12:40,80.0,
2026-08-23 18:12:50,,
2026-08-23 18:13:00,,
2026-08-23 18:13:10,,
2026-08-23 18:13:20,68.0,
2026-08-23 18:13:30,,
2026-08-23 18:13:40,,
2026-08-23 18:13:50,,
2026-08-23 18:14:00,82.0,
2026-08-23 18:14:10,82.0,
2026-08-23 18:14:20,82.5,
2026-08-23 18:14:30,85.0,
2026-08-23 18:14:40,86.0,
2026-08-23 18:14:50,88.0,
2026-08-23 18:15:00,87.5,
2026-08-23 18:15:10,,
2026-08-23 18:15:20,,
2026-08-23 18:15:30,86.0,
2026-08-23 18:15:40,87.0,
2026-08-23 18:15:50,86.5,
2026-08-23 18:16:00,86.5,
2026-08-23 18:16:10,87.5,
2026-08-23 18:16:20,,
2026-08-23 18:16:30,88.0,
2026-08-23 18:16:40,87.5,
2026-08-23 18:16:50,87.0,
2026-08-23 18:17:00,87.5,
2026-08-23 18:17:10,88.0,
2026-08-23 18:17:20,88.5,
2026-08-23 18:17:30,87.5,
2026-08-23 18:17:40,,
2026-08-23 18:17:50,87.0,
2026-08-23 18:18:00,87.0,
2026-08-23 18:18:10,87.5,
2026-08-23 18:18:20,89.0,
2026-08-23 18:18:30,89.0,
2026-08-23 18:18:40,88.5,
2026-08-23 18:18:50,89.0,
2026-08-23 18:19:00,89.5,
2026-08-23 18:19:10,90.0,
2026-08-23 18:19:20,90.0,
2026-08-23 18:19:30,91.0,
2026-08-23 18:19:40,91.0,
2026-08-23 18:19:50,91.0,
2026-08-23 18:20:00,90.0,
2026-08-23 18:20:10,91.0,
2026-08-23 18:20:20,91.0,
2026-08-23 18:20:30,92.0,
2026-08-23 18:20:40,,
2026-08-23 18:20:50,,
2026-08-23 18:21:00,,
