timestamp,hr_bpm
2026-03-04 07:41:00,154.2
2026-03-04 07:41:10,154.4
2026-03-04 07:41:20,158.1
2026-03-04 07:41:30,159.8
2026-03-04 07:41:40,160.3
2026-03-04 07:41:50,159.4
2026-03-04 07:42:00,157.3
2026-03-04 07:42:10,153.8
2026-03-04 07:42:20,149.3
2026-03-04 07:42:30,146.6
2026-03-04 07:42:40,148.8
2026-03-04 07:42:50,150.1
2026-03-04 07:43:00,151.4
2026-03-04 07:43:10,152.5
2026-03-04 07:43:20,153.1
2026-03-04 07:43:30,154.9
2026-03-04 07:43:40,155.1
2026-03-04 07:43:50,155.0
2026-03-04 07:44:00,155.6
2026-03-04 07:44:10,155.5
2026-03-04 07:44:20,154.9
2026-03-04 07:44:30,155.0
2026-03-04 07:44:40,155.6
2026-03-04 07:44:50,153.8
2026-03-04 07:45:00,153.0
2026-03-04 07:45:10,152.3
2026-03-04 07:45:20,152.9
2026-03-04 07:45:30,151.6
2026-03-04 07:45:40,152.0
2026-03-04 07:45:50,152.4
2026-03-04 07:46:00,152.4
2026-03-04 07:46:10,152.8
2026-03-04 07:46:20,152.4
2026-03-04 07:46:30,152.9
2026-03-04 07:46:40,153.9
2026-03-04 07:46:50,154.7
2026-03-04 07:47:00,153.9
2026-03-04 07:47:10,154.3
2026-03-04 07:47:20,158.1
2026-03-04 07:47:30,155.0
2026-03-04 07:47:40,155.4
2026-03-04 07:47:50,154.7
2026-03-04 07:48:00,156.5
2026-03-04 07:48:10,157.1
2026-03-04 07:48:20,158.3
2026-03-04 07:48:30,158.9
2026-03-04 07:48:40,158.0
2026-03-04 07:48:50,157.8
2026-03-04 07:49:00,159.6
2026-03-04 07:49:10,161.5
2026-03-04 07:49:20,160.9
2026-03-04 07:49:30,161.3
2026-03-04 07:49:40,162.9
2026-03-04 07:49:50,162.9
2026-03-04 07:50:00,163.7
2026-03-04 07:50:10,164.3
2026-03-04 07:50:20,165.6
2026-03-04 07:50:30,166.3
2026-03-04 07:50:40,168.0
2026-03-04 07:50:50,168.0
2026-03-04 07:51:00,168.2
2026-03-04 07:51:10,169.3
2026-03-04 07:51:20,169.1
2026-03-04 07:51:30,170.1
2026-03-04 07:51:40,170.7
2026-03-04 07:51:50,170.8
2026-03-04 07:52:00,172.8
2026-03-04 07:52:10,172.2
2026-03-04 07:52:20,172.3
2026-03-04 07:52:30,170.3
2026-03-04 07:52:40,170.7
2026-03-04 07:52:50,168.7
2026-03-04 07:53:00,165.7
2026-03-04 07:53:10,162.1
2026-03-04 07:53:20,160.4
2026-03-04 07:53:30,157.7
2026-03-04 07:53:40,155.1
2026-03-04 07:53:50,151.9
2026-03-04 07:54:00,149.9
2026-03-04 07:54:10,148.7
2026-03-04 07:54:20,146.9
2026-03-04 07:54:30,146.4
2026-03-04 07:54:40,144.7
2026-03-04 07:54:50,144.6
2026-03-04 07:55:00,144.2
2026-03-04 07:55:10,145.8
2026-03-04 07:55:20,147.3
2026-03-04 07:55:30,150.8
2026-03-04 07:55:40,152.5
2026-03-04 07:55:50,152.1
2026-03-04 07:56:00,150.1
2026-03-04 07:56:10,147.6
2026-03-04 07:56:20,145.1
2026-03-04 07:56:30,139.1
2026-03-04 07:56:40,135.6
2026-03-04 07:56:50,132.5
2026-03-04 07:57:00,129.9
2026-03-04 07:57:10,129.7
2026-03-04 07:57:20,127.7
2026-03-04 07:57:30,125.1
2026-03-04 07:57:40,125.2
2026-03-04 07:57:50,123.4
2026-03-04 07:58:00,123.5
2026-03-04 07:58:10,122.7
2026-03-04 07:58:20,122.0
2026-03-04 07:58:30,121.5
2026-03-04 07:58:40,119.8
2026-03-04 07:58:50,120.0
2026-03-04 07:59:00,118.8
2026-03-04 07:59:10,116.9
2026-03-04 07:59:20,116.0
2026-03-04 07:59:30,113.1
2026-03-04 07:59:40,114.3
2026-03-04 07:59:50,113.7
2026-03-04 08:00:00,114.6
2026-03-04 08:00:10,114.1
2026-03-04 08:00:20,112.0
2026-03-04 08:00:30,112.0
2026-03-04 08:00:40,111.0
2026-03-04 08:00:50,109.7
2026-03-04 08:01:00,109.7
2026-03-04 08:01:10,108.5
2026-03-04 08:01:20,108.1
2026-03-04 08:01:30,106.0
2026-03-04 08:01:40,106.4
2026-03-04 08:01:50,104.8
2026-03-04 08:02:00,104.5
2026-03-04 08:02:10,105.0
2026-03-04 08:02:20,103.4
2026-03-04 08:02:30,102.2
2026-03-04 08:02:40,102.5
2026-03-04 08:02:50,101.1
2026-03-04 08:03:00,101.8
2026-03-04 08:03:10,102.0
2026-03-04 08:03:20,99.6
2026-03-04 08:03:30,99.2
2026-03-04 08:03:40,100.5
2026-03-04 08:03:50,99.8
2026-03-04 08:04:00,98.2
2026-03-04 08:04:10,96.5
2026-03-04 08:04:20,95.7
2026-03-04 08:04:30,95.9
2026-03-04 08:04:40,94.3
2026-03-04 08:04:50,95.3
2026-03-04 08:05:00,95.3
2026-03-04 08:05:10,93.9
2026-03-04 08:05:20,92.5
2026-03-04 08:05:30,93.2
2026-03-04 08:05:40,91.4
2026-03-04 08:05:50,90.3
2026-03-04 08:06:00,90.6
2026-03-04 08:06:10,90.2
2026-03-04 08:06:20,91.1
2026-03-04 08:06:30,91.2
2026-03-04 08:06:40,89.4
2026-03-04 08:06:50,89.7
2026-03-04 08:07:00,90.1
2026-03-04 08:07:10,88.2
2026-03-04 08:07:20,87.5
2026-03-04 08:07:30,86.5
2026-03-04 08:07:40,87.0
2026-03-04 08:07:50,86.0
2026-03-04 08:08:00,85.7
2026-03-04 08:08:10,86.1
2026-03-04 08:08:20,84.6
2026-03-04 08:08:30,83.6
2026-03-04 08:08:40,84.2
2026-03-04 08:08:50,83.6
2026-03-04 08:09:00,83.2
2026-03-04 08:09:10,83.3
2026-03-04 08:09:20,83.3
2026-03-04 08:09:30,82.9
2026-03-04 08:09:40,84.3
2026-03-04 08:09:50,82.9
2026-03-04 08:10:00,82.6
2026-03-04 08:10:10,82.3
2026-03-04 08:10:20,79.3
2026-03-04 08:10:30,81.2
2026-03-04 08:10:40,81.8
2026-03-04 08:10:50,80.0
2026-03-04 08:11:00,79.9
2026-03-04 08:11:10,80.1
2026-03-04 08:11:20,82.6
2026-03-04 08:11:30,80.7
2026-03-04 08:11:40,79.5
2026-03-04 08:11:50,79.3
2026-03-04 08:12:00,79.5
2026-03-04 08:12:10,78.7
2026-03-04 08:12:20,79.8
2026-03-04 08:12:30,80.0
2026-03-04 08:12:40,81.1
2026-03-04 08:12:50,77.9
2026-03-04 08:13:00,77.7
2026-03-04 08:13:10,79.1
2026-03-04 08:13:20,78.8
2026-03-04 08:13:30,79.2
2026-03-04 08:13:40,78.5
2026-03-04 08:13:50,76.3
2026-03-04 08:14:00,75.4
2026-03-04 08:14:10,77.0
2026-03-04 08:14:20,75.6
2026-03-04 08:14:30,75.9
2026-03-04 08:14:40,76.7
2026-03-04 08:14:50,76.7
2026-03-04 08:15:00,75.3
2026-03-04 08:15:10,75.6
2026-03-04 08:15:20,75.2
2026-03-04 08:15:30,75.0
2026-03-04 08:15:40,74.6
2026-03-04 08:15:50,73.2
2026-03-04 08:16:00,74.0
2026-03-04 08:16:10,75.6
2026-03-04 08:16:20,74.3
2026-03-04 08:16:30,74.3
2026-03-04 08:16:40,73.4
2026-03-04 08:16:50,73.7
2026-03-04 08:17:00,72.3
2026-03-04 08:17:10,72.5
2026-03-04 08:17:20,74.6
2026-03-04 08:17:30,74.0
2026-03-04 08:17:40,74.3
2026-03-04 08:17:50,73.5
2026-03-04 08:18:00,72.3
2026-03-04 08:18:10,72.5
2026-03-04 08:18:20,72.3
2026-03-04 08:18:30,71.7
2026-03-04 08:18:40,70.4
2026-03-04 08:18:50,71.9
2026-03-04 08:19:00,74.0
2026-03-04 08:19:10,73.9
2026-03-04 08:19:20,73.0
2026-03-04 08:19:30,72.2
2026-03-04 08:19:40,72.6
2026-03-04 08:19:50,73.5
2026-03-04 08:20:00,71.9
2026-03-04 08:20:10,72.5
2026-03-04 08:20:20,73.0
2026-03-04 08:20:30,72.4
2026-03-04 08:20:40,71.2
2026-03-04 08:20:50,72.0
2026-03-04 08:21:00,73.7
2026-03-04 08:21:10,75.4
2026-03-04 08:21:20,73.7
2026-03-04 08:21:30,73.2
2026-03-04 08:21:40,72.7
2026-03-04 08:21:50,73.9
2026-03-04 08:22:00,73.4
2026-03-04 08:22:10,72.7
2026-03-04 08:22:20,72.9
2026-03-04 08:22:30,71.6
2026-03-04 08:22:40,71.8
2026-03-04 08:22:50,72.3
2026-03-04 08:23:00,71.6
2026-03-04 08:23:10,71.1
2026-03-04 08:23:20,70.2
2026-03-04 08:23:30,70.8
2026-03-04 08:23:40,69.9
2026-03-04 08:23:50,69.8
2026-03-04 08:24:00,72.0
2026-03-04 08:24:10,71.6
2026-03-04 08:24:20,71.6
2026-03-04 08:24:30,73.7
2026-03-04 08:24:40,72.7
2026-03-04 08:24:50,71.3
2026-03-04 08:25:00,70.8
2026-03-04 08:25:10,72.2
2026-03-04 08:25:20,70.7
2026-03-04 08:25:30,70.8
2026-03-04 08:25:40,70.3
2026-03-04 08:25:50,69.5
2026-03-04 08:26:00,68.3
2026-03-04 08:26:10,68.0
2026-03-04 08:26:20,67.0
2026-03-04 08:26:30,67.6
2026-03-04 08:26:40,67.6
2026-03-04 08:26:50,69.5
2026-03-04 08:27:00,66.9
2026-03-04 08:27:10,67.4
2026-03-04 08:27:20,66.3
2026-03-04 08:27:30,67.5
2026-03-04 08:27:40,67.6
2026-03-04 08:27:50,67.0
2026-03-04 08:28:00,69.2
2026-03-04 08:28:10,67.1
2026-03-04 08:28:20,67.5
2026-03-04 08:28:30,68.2
2026-03-04 08:28:40,68.3
2026-03-04 08:28:50,68.2
2026-03-04 08:29:00,66.7
2026-03-04 08:29:10,66.7
2026-03-04 08:29:20,67.4
2026-03-04 08:29:30,67.2
2026-03-04 08:29:40,67.5
2026-03-04 08:29:50,67.7
2026-03-04 08:30:00,67.7
2026-03-04 08:30:10,67.4
2026-03-04 08:30:20,67.1
2026-03-04 08:30:30,66.8
2026-03-04 08:30:40,68.3
2026-03-04 08:30:50,67.0
2026-03-04 08:31:00,68.3
2026-03-04 08:31:10,67.9
2026-03-04 08:31:20,68.5
2026-03-04 08:31:30,67.3
2026-03-04 08:31:40,67.3
2026-03-04 08:31:50,68.3
2026-03-04 08:32:00,68.8
2026-03-04 08:32:10,68.4
2026-03-04 08:32:20,68.1
2026-03-04 08:32:30,67.7
2026-03-04 08:32:40,69.5
2026-03-04 08:32:50,69.4
2026-03-04 08:33:00,70.0
2026-03-04 08:33:10,71.7
2026-03-04 08:33:20,70.9
2026-03-04 08:33:30,71.9
2026-03-04 08:33:40,71.5
2026-03-04 08:33:50,70.2
2026-03-04 08:34:00,69.7
2026-03-04 08:34:10,69.7
2026-03-04 08:34:20,69.7
2026-03-04 08:34:30,70.7
2026-03-04 08:34:40,70.2
2026-03-04 08:34:50,68.3
2026-03-04 08:35:00,70.1
2026-03-04 08:35:10,70.6
2026-03-04 08:35:20,70.7
2026-03-04 08:35:30,69.8
2026-03-04 08:35:40,69.2
2026-03-04 08:35:50,70.9
2026-03-04 08:36:00,69.3
2026-03-04 08:36:10,69.6
2026-03-04 08:36:20,70.6
2026-03-04 08:36:30,72.5
2026-03-04 08:36:40,72.4
2026-03-04 08:36:50,73.0
2026-03-04 08:37:00,72.8
2026-03-04 08:37:10,73.7
2026-03-04 08:37:20,72.3
2026-03-04 08:37:30,71.1
2026-03-04 08:37:40,71.5
2026-03-04 08:37:50,71.4
2026-03-04 08:38:00,70.0
2026-03-04 08:38:10,70.5
2026-03-04 08:38:20,71.4
2026-03-04 08:38:30,72.0
2026-03-04 08:38:40,72.7
2026-03-04 08:38:50,72.0
2026-03-04 08:39:00,72.3
2026-03-04 08:39:10,73.3
2026-03-04 08:39:20,72.3
2026-03-04 08:39:30,71.8
2026-03-04 08:39:40,72.0
2026-03-04 08:39:50,72.3
2026-03-04 08:40:00,72.7
2026-03-04 08:40:10,72.1
2026-03-04 08:40:20,72.6
2026-03-04 08:40:30,74.4
2026-03-04 08:40:40,73.3
2026-03-04 08:40:50,73.2
2026-03-04 08:41:00,73.4
2026-03-04 08:41:10,73.0
2026-03-04 08:41:20,72.2
2026-03-04 08:41:30,72.4
2026-03-04 08:41:40,72.1
2026-03-04 08:41:50,73.0
2026-03-04 08:42:00,73.4
2026-03-04 08:42:10,73.0
2026-03-04 08:42:20,71.9
2026-03-04 08:42:30,72.7
2026-03-04 08:42:40,70.6
2026-03-04 08:42:50,73.0
2026-03-04 08:43:00,70.9
2026-03-04 08:43:10,70.0
2026-03-04 08:43:20,71.6
2026-03-04 08:43:30,71.2
2026-03-04 08:43:40,69.4
2026-03-04 08:43:50,70.4
2026-03-04 08:44:00,71.2
2026-03-04 08:44:10,67.6
2026-03-04 08:44:20,63.2
2026-03-04 08:44:30,67.6
2026-03-04 08:44:40,67.1
2026-03-04 08:44:50,70.9
2026-03-04 08:45:00,70.0
2026-03-04 08:45:10,69.5
2026-03-04 08:45:20,69.2
2026-03-04 08:45:30,69.4
2026-03-04 08:45:40,67.5
2026-03-04 08:45:50,69.3
2026-03-04 08:46:00,69.5
2026-03-04 08:46:10,70.8
2026-03-04 08:46:20,70.1
2026-03-04 08:46:30,68.9
2026-03-04 08:46:40,68.9
2026-03-04 08:46:50,67.6
2026-03-04 08:47:00,68.4
2026-03-04 08:47:10,68.8
2026-03-04 08:47:20,69.1
2026-03-04 08:47:30,68.4
2026-03-04 08:47:40,68.6
2026-03-04 08:47:50,70.1
2026-03-04 08:48:00,69.0
2026-03-04 08:48:10,69.4
2026-03-04 08:48:20,69.1
2026-03-04 08:48:30,70.3
2026-03-04 08:48:40,69.4
2026-03-04 08:48:50,68.5
2026-03-04 08:49:00,68.0
2026-03-04 08:49:10,68.5
2026-03-04 08:49:20,67.1
2026-03-04 08:49:30,66.0
2026-03-04 08:49:40,66.8
2026-03-04 08:49:50,68.6
2026-03-04 08:50:00,69.0
2026-03-04 08:50:10,70.4
2026-03-04 08:50:20,69.8
2026-03-04 08:50:30,70.2
2026-03-04 08:50:40,69.1
2026-03-04 08:50:50,70.2
2026-03-04 08:51:00,68.8
2026-03-04 08:51:10,70.2
2026-03-04 08:51:20,68.7
2026-03-04 08:51:30,68.3
2026-03-04 08:51:40,70.0
2026-03-04 08:51:50,71.7
2026-03-04 08:52:00,73.6
2026-03-04 08:52:10,72.4
2026-03-04 08:52:20,72.5
2026-03-04 08:52:30,73.2
2026-03-04 08:52:40,72.8
2026-03-04 08:52:50,74.2
2026-03-04 08:53:00,73.9
2026-03-04 08:53:10,73.7
2026-03-04 08:53:20,75.4
2026-03-04 08:53:30,74.8
2026-03-04 08:53:40,73.6
2026-03-04 08:53:50,74.5
2026-03-04 08:54:00,74.9
2026-03-04 08:54:10,74.6
2026-03-04 08:54:20,74.6
2026-03-04 08:54:30,74.4
2026-03-04 08:54:40,76.0
2026-03-04 08:54:50,76.3
2026-03-04 08:55:00,76.3
2026-03-04 08:55:10,75.2
2026-03-04 08:55:20,75.2
2026-03-04 08:55:30,76.8
2026-03-04 08:55:40,78.4
2026-03-04 08:55:50,79.5
2026-03-04 08:56:00,81.0
2026-03-04 08:56:10,83.2
2026-03-04 08:56:20,84.0
2026-03-04 08:56:30,84.3
2026-03-04 08:56:40,83.4
2026-03-04 08:56:50,81.8
2026-03-04 08:57:00,81.5
2026-03-04 08:57:10,80.3
2026-03-04 08:57:20,80.5
2026-03-04 08:57:30,80.1
2026-03-04 08:57:40,79.8
2026-03-04 08:57:50,78.3
2026-03-04 08:58:00,77.0
2026-03-04 08:58:10,75.6
2026-03-04 08:58:20,74.9
2026-03-04 08:58:30,73.0
2026-03-04 08:58:40,75.3
2026-03-04 08:58:50,75.0
2026-03-04 08:59:00,74.2
2026-03-04 08:59:10,72.7
2026-03-04 08:59:20,71.3
2026-03-04 08:59:30,72.4
2026-03-04 08:59:40,73.5
2026-03-04 08:59:50,72.4
2026-03-04 09:00:00,74.0
2026-03-04 09:00:10,74.6
2026-03-04 09:00:20,74.2
2026-03-04 09:00:30,70.7
2026-03-04 09:00:40,72.5
2026-03-04 09:00:50,72.9
2026-03-04 09:01:00,71.9
2026-03-04 09:01:10,71.0
2026-03-04 09:01:20,71.8
2026-03-04 09:01:30,70.6
2026-03-04 09:01:40,71.5
2026-03-04 09:01:50,72.4
2026-03-04 09:02:00,71.6
2026-03-04 09:02:10,70.8
2026-03-04 09:02:20,71.3
2026-03-04 09:02:30,71.3
2026-03-04 09:02:40,72.6
2026-03-04 09:02:50,73.1
2026-03-04 09:03:00,74.3
2026-03-04 09:03:10,71.9
2026-03-04 09:03:20,72.7
2026-03-04 09:03:30,73.7
2026-03-04 09:03:40,73.0
2026-03-04 09:03:50,71.5
2026-03-04 09:04:00,70.6
2026-03-04 09:04:10,71.6
2026-03-04 09:04:20,73.9
2026-03-04 09:04:30,70.6
2026-03-04 09:04:40,69.9
2026-03-04 09:04:50,70.8
2026-03-04 09:05:00,70.6
2026-03-04 09:05:10,71.4
2026-03-04 09:05:20,69.7
2026-03-04 09:05:30,71.5
2026-03-04 09:05:40,72.2
2026-03-04 09:05:50,69.3
2026-03-04 09:06:00,69.8
2026-03-04 09:06:10,69.7
2026-03-04 09:06:20,71.4
2026-03-04 09:06:30,70.0
2026-03-04 09:06:40,70.8
2026-03-04 09:06:50,67.6
2026-03-04 09:07:00,68.6
2026-03-04 09:07:10,71.3
2026-03-04 09:07:20,69.4
2026-03-04 09:07:30,67.8
2026-03-04 09:07:40,69.0
2026-03-04 09:07:50,68.9
2026-03-04 09:08:00,66.3
2026-03-04 09:08:10,68.9
2026-03-04 09:08:20,69.2
2026-03-04 09:08:30,68.4
2026-03-04 09:08:40,69.8
2026-03-04 09:08:50,70.4
2026-03-04 09:09:00,69.2
2026-03-04 09:09:10,70.0
2026-03-04 09:09:20,69.4
2026-03-04 09:09:30,67.8
2026-03-04 09:09:40,69.5
2026-03-04 09:09:50,69.7
2026-03-04 09:10:00,69.5
2026-03-04 09:10:10,68.6
2026-03-04 09:10:20,69.0
2026-03-04 09:10:30,69.3
2026-03-04 09:10:40,70.8
2026-03-04 09:10:50,69.3
2026-03-04 09:11:00,69.3
2026-03-04 09:11:10,68.9
2026-03-04 09:11:20,68.4
2026-03-04 09:11:30,70.3
2026-03-04 09:11:40,69.6
2026-03-04 09:11:50,70.7
2026-03-04 09:12:00,70.8
2026-03-04 09:12:10,72.9
2026-03-04 09:12:20,70.3
2026-03-04 09:12:30,69.7
2026-03-04 09:12:40,69.6
2026-03-04 09:12:50,70.5
2026-03-04 09:13:00,71.3
2026-03-04 09:13:10,68.4
2026-03-04 09:13:20,68.4
2026-03-04 09:13:30,68.1
2026-03-04 09:13:40,69.7
2026-03-04 09:13:50,69.8
2026-03-04 09:14:00,68.9
2026-03-04 09:14:10,78.6
2026-03-04 09:14:20,74.6
2026-03-04 09:14:30,69.5
2026-03-04 09:14:40,68.8
2026-03-04 09:14:50,69.0
2026-03-04 09:15:00,68.9
2026-03-04 09:15:10,69.0
2026-03-04 09:15:20,68.6
2026-03-04 09:15:30,68.8
2026-03-04 09:15:40,69.5
2026-03-04 09:15:50,69.2
2026-03-04 09:16:00,71.3
2026-03-04 09:16:10,71.0
2026-03-04 09:16:20,69.2
2026-03-04 09:16:30,69.8
2026-03-04 09:16:40,68.3
2026-03-04 09:16:50,70.6
